scene_id,qx,qy,qz,qw,x,y,z,width,label
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.005850738165365981,-0.9941120421873215,-0.07787600574756567,-0.07511553880442214,0.11915984654098669,0.13648534107677243,0.21516784250111798,0.08,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.6930981403278239,-0.08487347571797063,-0.0805246966853739,0.7112856207019737,0.1148723160442615,0.19159904359826363,0.1380959600336243,0.05101631427056534,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.273357181833967,-0.19554253806927074,0.05431857516804701,0.9402597828988181,0.18487191045219833,0.13616438581301737,0.11695653479422145,0.049813859971035546,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.017284262716435708,-0.9322540993143187,-0.35857122675139447,0.04505800616980252,0.11650391409164411,0.09240000986608693,0.2003675655078909,0.08,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.3136156267666193,0.56700344866495,0.7489022488366747,0.13891634006554293,0.15427815456638494,0.11840494216213082,0.14469515404117514,0.061013283186075074,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.1833486174744427,-0.36742208682525573,-0.06340766164492062,0.909595384238458,0.2194758111986115,0.16984856015360678,0.11813609406331418,0.04908503602697811,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.08738329174963787,-0.7600816463304794,-0.6347813764135778,0.10813258247646557,0.12854457796159682,0.07862068905847353,0.15387366048436624,0.08,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.006064201444624022,-0.8972870860781332,-0.44123345164301164,-0.012334981534075707,0.1212118985763429,0.12765262818588388,0.16057353273670968,0.08,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.007318744359789656,-0.9459275267789095,-0.3235881678153084,-0.02140672120768706,0.13880779789115702,0.13599940661599805,0.1677410238821254,0.08,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.883279381715173,0.0711707923320456,0.148118555635908,0.43910493692513086,0.11817471100716448,0.1856990231102565,0.17046172570873494,0.050287611930589476,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.2923827226548969,0.23333633682049798,0.5718970515141311,0.7300686679220962,0.09711976678824707,0.152099382115834,0.1047971993734919,0.058991409128102495,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.004798576241715815,-0.3472335659050002,0.9377647186370849,0.0017767539107458711,0.12676739056546757,0.1969103295763144,0.09288661510449361,0.08,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.7187118227346317,0.08175699621660178,0.08820481674858034,0.6848277299682392,0.17303364629596948,0.2130339454842487,0.1603488267151361,0.04874427039347572,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.37665849043415184,-0.1694737323275286,0.06755904261011686,0.908208572628803,0.14721154085812294,0.12236909109410847,0.1290189520540359,0.048844782531902754,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.2593240162150622,0.2488657523371996,0.06441225366689247,0.9309500273942108,0.09794381999063938,0.16416600939742787,0.11134961718208462,0.05508431922110702,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.17689686783716202,0.2053890156021667,0.961868801171202,-0.036486432448916715,0.12317858643301509,0.13167531430721122,0.11841522640717173,0.08,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.3176137910730754,-0.9021235875369334,-0.16864981107790683,0.23843605799683093,0.19791567521249848,0.14685417612889584,0.1921820896068554,0.05494580393534777,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.27612315209085003,-0.8433590315595986,-0.4395894563216362,-0.13878998039166077,0.13132596507462146,0.11866639689280506,0.16129262877258185,0.05496735439914133,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.08987084387714524,0.380100693002243,0.9198357231769184,-0.036727877254478805,0.1531042701091957,0.13606442505504493,0.1362482761312685,0.08,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.8142592788314921,0.12582178303388022,-0.21313839399965787,-0.5250930686594902,0.21235578783769965,0.10800544950863247,0.17577125071169197,0.04743727557591011,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.20398842296811867,0.6062054259110454,0.7544202255961546,-0.14749178994925477,0.15019072098956138,0.12372005607631172,0.14563863662274815,0.08,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.29103245223472224,-0.9416971689972015,-0.0832710625491244,-0.14687574269034423,0.1030281327892658,0.1300175833085677,0.19874142865356012,0.050540987240897284,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.8803979255998171,0.09115519522013706,0.20432214343910393,0.4181419432254649,0.09237791256390007,0.1759395429770736,0.16278407973325465,0.05058813664574017,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.8832441581188653,0.07463089374634398,0.1572755420601102,0.435401413315595,0.11621063101028356,0.17537672866282003,0.16765930673937612,0.04950117397282214,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.886676822629879,0.07451006262166196,0.1608928097535857,0.4270432841629694,0.11510175028768276,0.18192398656044184,0.17395116288157392,0.049999854046229586,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.36925791304042077,0.026503935647972696,0.01052608979395428,0.9288893026006118,0.18940921276105488,0.1880666311354088,0.1388835552745763,0.0516646817064995,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.18966412904613075,0.38502620683761923,0.8674441860676826,0.2516404622845527,0.19581949418925268,0.10996650653392473,0.12741536170381265,0.053908769908893955,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.4851737587116737,0.33504437328361486,0.14066829152479082,0.7953389991368919,0.10128566604662811,0.09812026386697388,0.12859162747837205,0.05933751357208737,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.14919366947636964,0.2868192150535577,0.9452689250853112,-0.04407545952451452,0.1702000495191034,0.13823434057904363,0.12924181205727495,0.08,0
